,X.1,pid,X,PID,age,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,time_pid_First.Click,time_pid_Last.Click,time_pid_Page.Submit,time_pid_Click.Count,time_swls_First.Click,time_swls_Last.Click,time_swls_Page.Submit,time_swls_Click.Count,swls_1,swls_2,swls_3,swls_4,swls_5,time_cesd_First.Click,time_cesd_Last.Click,time_cesd_Page.Submit,time_cesd_Click.Count,cesd_1,cesd_2,cesd_3,cesd_4,cesd_5,cesd_6,cesd_7,cesd_8,cesd_9,cesd_10,time_bfi2_First.Click,time_bfi2_Last.Click,time_bfi2_Page.Submit,time_bfi2_Click.Count,bfi2_1,bfi2_2,bfi2_3,bfi2_4,bfi2_5,bfi2_6,bfi2_7,bfi2_8,bfi2_9,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,time_pvq_First.Click,time_pvq_Last.Click,time_pvq_Page.Submit,time_pvq_Click.Count,pvq_1,pvq_2,pvq_3,pvq_4,pvq_5,pvq_6,pvq_7,pvq_8,pvq_9,pvq_10,pvq_11,pvq_12,pvq_13,pvq_14,pvq_15,pvq_16,pvq_17,pvq_18,pvq_19,pvq_20,pvq_21,pvq_22,pvq_23,pvq_24,pvq_25,pvq_26,pvq_27,pvq_28,pvq_29,pvq_30,pvq_31,pvq_32,pvq_33,pvq_34,pvq_35,pvq_36,pvq_37,pvq_38,pvq_39,pvq_40,pvq_41,pvq_42,pvq_43,pvq_44,pvq_45,pvq_46,pvq_47,pvq_48,pvq_49,pvq_50,pvq_51,pvq_52,pvq_53,pvq_54,pvq_55,pvq_56,pvq_57,time_ECRS_First.Click,time_ECRS_Last.Click,time_ECRS_Page.Submit,time_ECRS_Click.Count,ecrs._1,ecrs._2,ecrs._3,ecrs._4,ecrs._5,ecrs._6,ecrs._7,ecrs._8,ecrs._9,ecrs._10,ecrs._11,ecrs._12,time_ergs_First.Click,time_ergs_Last.Click,time_ergs_Page.Submit,time_ergs_Click.Count,ergs_1,ergs_2,ergs_3,ergs_4,ergs_5,ergs_6,ergs_7,ergs_8,ergs_9,ergs_10,ergs_11,ergs_12,ergs_13,ergs_14,ergs_15,ergs_16,ergs_17,ergs_18,time_iem_First.Click,time_iem_Last.Click,time_iem_Page.Submit,time_iem_Click.Count,iem_1,iem_2,iem_3,iem_4,iem_5,iem_6,iem_7,iem_8,iem_9,iem_10,iem_11,iem_12,iem_13,iem_14,iem_15,iem_16,iem_17,iem_18,iem_19,iem_20,time_crq.s_First.Click,time_crq.s_Last.Click,time_crq.s_Page.Submit,time_crq.s_Click.Count,crq.s_1,crq.s_2,crq.s_3,time_IER.close_First.Click,time_IER.close_Last.Click,time_IER.close_Page.Submit,time_IER.close_Click.Count,IER.close_1,IER.close_2,IER.close_3,IER.close_4,IER.close_5,IER.close_6,time_erq_First.Click,time_erq_Last.Click,time_erq_Page.Submit,time_erq_Click.Count,erq_1,erq_2,erq_3,erq_4,erq_5,erq_6,erq_7,erq_8,erq_9,erq_10,erq_11,erq_12,erq_13,erq_14,erq_15,erq_16,erq_17,erq_18,erq_19,erq_20,time_scs_First.Click,time_scs_Last.Click,time_scs_Page.Submit,time_scs_Click.Count,scs_1,scs_2,scs_3,scs_4,scs_5,scs_6,scs_7,scs_8,scs_9,scs_10,scs_11,scs_12,scs_13,scs_14,scs_15,scs_16,scs_17,scs_18,scs_19,scs_20,scs_21,scs_22,scs_23,scs_24,scs_25,scs_26,scs_27,scs_28,scs_29,scs_30,csi_1_1,csi_1_2,csi_1_3,csi_1_4,csi_2_1,csi_2_2,csi_2_3,csi_2_4,csi_3_1,csi_3_2,csi_3_3,csi_4_1,csi_4_2,csi_4_3,csi_5_1,csi_5_2,csi_5_3,csi_6_1,csi_6_2,csi_6_3,time_demo_First.Click,time_demo_Last.Click,time_demo_Page.Submit,time_demo_Click.Count,gender,gender_6_TEXT,acad.year,acad.year_5_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_9_TEXT,country,country_2_TEXT,motherUSA,motherUSA_2_TEXT,fatherUSA,fatherUSA_2_TEXT,socialclass,rel.status,rel.duration,id,swls,cesd_5_r,cesd_8_r,cesd,iem_sit_mod,iem_att_dep,iem_reap,iem_supp,race,race_text,swls_z,cesd_neg_z,well_being_z,gender_dummy,iem_supp_log
149,149,258,149,258,18,11/5/21 17:23,11/5/21 18:04,0,128.252.3.167,100,2410,1,11/5/21 18:04,R_XsQgla3vcYnaAEh,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,112.912,112.912,119.835,1,22.28,35.612,36.848,5,5,5,6,6,5,11.564,37.429,41.389,10,1,0,0,1,2,1,1,2,1,0,13.773,203.449,204.627,68,4,5,5,3,2,3,5,2,4,4,3,3,2,2,4,2,4,4,4,4,4,2,3,4,2,2,4,2,2,4,4,5,4,4,3,3,2,4,2,2,4,4,4,4,2,4,2,1,2,3,3,4,5,2,3,4,4,2,4,4,9.143,338.228,339.233,66,4,5,6,5,5,3,4,5,3,5,6,5,3,4,2,4,5,4,5,5,4,4,5,5,5,5,3,5,6,4,5,5,4,6,2,4,6,5,5,6,5,4,3,5,5,3,5,6,4,3,5,4,6,6,4,6,4,21.587,74.382,77.149,15,5,5,4,3,5,3,5,3,5,4,3,5,50.479,126.48,167.937,20,5,5,5,2,2,2,4,5,5,5,5,5,5,5,4,4,3,4,44.124,137.569,138.498,20,4,5,5,4,5,5,3,4,5,6,2,4,4,5,4,2,2,2,3,2,12.466,21.63,22.562,3,3,3,2,230.321,243.442,244.58,6,5,5,3,5,6,4,106.5,593.517,594.16,20,5,3,5,4,5,4,5,5,3,5,3,4,4,5,5,5,4,5,5,5,91.78,203.155,204.549,32,5,5,4,5,3,5,6,3,5,5,6,4,5,5,5,4,4,5,7,6,4,6,5,3,6,5,6,5,5,3,4,5,5,5,4,5,6,4,5,7,7,4,5,5,2,2,2,4,5,6,26.825,76.752,78.515,14,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,Puerto Rico,2,Puerto Rico,2,Puerto Rico,4,1,NA,NA,5.4,1,1,7,4.6,4.6,3.8,2.2,7,Hispanic/Latin,0.388151078,0.587451646,0.553185125,0,0.78845736
150,150,266,150,266,20,11/8/21 10:01,11/8/21 10:38,0,128.252.3.164,100,2213,1,11/8/21 10:38,R_2v2C4au93OgKcF5,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,975.45,975.735,988.401,2,13.859,28.096,28.991,6,5,6,6,5,5,7.013,45.676,46.669,18,0,1,0,1,3,1,1,2,0,1,3.696,178.968,179.63,100,4,4,1,4,3,4,4,1,4,4,2,2,4,3,3,2,4,4,4,3,5,2,3,4,2,2,5,2,4,3,2,4,4,3,4,3,1,5,2,5,4,3,5,3,2,4,2,1,3,3,2,4,4,2,2,3,3,2,2,4,10.279,223.05,230.579,97,3,3,5,5,4,3,3,5,5,5,6,4,4,4,2,6,2,5,4,5,4,3,6,5,5,6,3,4,5,5,6,6,5,5,2,3,6,4,5,5,5,6,4,3,5,5,5,6,5,5,5,4,5,5,4,6,5,15.177,48.573,49.623,20,6,5,5,5,6,4,2,4,6,5,3,3,20.865,81.03,82.287,27,6,7,7,2,2,1,5,5,5,6,5,5,6,6,3,5,4,6,32.321,136.272,137.112,33,4,5,5,5,6,2,6,5,3,4,7,6,6,5,6,1,1,1,3,1,22.618,31.037,31.965,5,4,3,2,14.707,31.325,31.604,9,4,4,1,6,4,6,13.515,105.342,106.582,37,4,3,4,2,4,2,4,6,2,5,5,5,5,4,5,5,6,6,4,6,5.727,131.824,132.519,53,4,6,5,7,3,7,6,5,6,5,5,5,6,7,6,3,5,6,6,4,5,7,3,6,7,5,6,5,3,2,5,4,5,2,5,7,6,6,5,7,6,2,2,2,5,1,1,5,1,5,4.139,27.677,32.506,10,2,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,South Africa,5,1,NA,NA,5.4,0,1,6,5,4,6,1.4,6,White,0.388151078,0.780360685,0.662568184,1,0.336472237
151,151,267,151,267,21,11/8/21 10:56,11/8/21 11:36,0,128.252.3.164,100,2375,1,11/8/21 11:36,R_UY2NJThvyvUPYTD,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,417.45,417.45,423.162,1,29.27,48.737,50.298,6,3,3,2,5,1,11.067,61.57,62.443,25,1,1,2,2,1,2,0,2,2,2,2.843,356.1,360.234,100,2,5,3,1,4,1,5,4,1,4,2,3,4,4,4,5,1,4,4,5,3,1,5,2,2,5,5,3,1,3,5,3,2,5,5,3,2,4,5,5,3,5,4,1,2,2,1,2,1,1,4,4,4,5,2,3,4,3,5,4,10.186,346.74,353.433,83,4,3,3,6,6,6,6,3,6,4,6,6,4,5,4,6,5,6,6,3,6,6,6,4,6,5,3,4,6,5,5,6,3,6,2,5,6,4,4,4,4,6,3,4,4,2,4,4,5,4,6,6,4,5,6,5,4,33.802,98.55,98.994,15,4,7,4,4,7,4,4,1,4,6,4,7,15,168.696,175.992,40,3,5,3,2,2,4,2,5,5,4,4,2,4,2,5,5,2,2,23.043,163.141,164.372,33,5,5,5,5,5,6,4,6,4,3,5,3,3,2,4,1,1,1,1,1,9.891,25.029,26.986,6,3,2,2,18.038,56.333,58.277,11,3,5,1,2,1,1,69.285,228.444,229.383,51,1,7,6,2,3,5,2,2,7,2,6,4,4,6,5,4,5,4,3,1,15.966,199.653,200.041,60,6,1,7,6,2,5,5,6,1,5,6,4,1,4,3,3,5,3,1,1,4,3,7,1,3,6,4,7,1,7,3,7,4,6,1,7,5,3,5,5,2,1,4,6,1,5,5,2,1,6,2.71,22.029,23.745,9,2,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,1,NA,NA,2.8,2,1,15,5,4.6,3.4,1,1,Black,-1.75288696,-0.955820665,-1.535888255,1,0
152,152,268,152,268,18,11/8/21 10:01,11/8/21 12:11,0,128.252.3.167,100,7826,1,11/8/21 12:11,R_erHOc9zru8xYvnP,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,6455.523,6466.692,6467.121,3,24.739,41.103,42.354,5,6,6,6,6,5,9.335,39.018,40.714,10,1,1,0,1,2,1,1,3,0,0,4.178,185.953,187.121,67,5,5,2,4,3,5,5,2,5,5,2,3,4,2,5,1,5,5,2,2,4,1,2,4,1,1,5,4,4,2,1,4,4,4,4,2,2,4,1,4,4,1,5,5,3,5,1,1,2,3,2,5,4,1,2,4,4,3,2,4,15.984,281.712,282.999,66,4,4,4,5,5,3,2,4,2,5,6,4,3,4,2,5,5,5,5,3,3,4,6,6,5,5,4,5,6,4,5,6,4,5,3,6,5,4,6,5,5,6,5,4,5,4,4,6,5,3,5,5,6,4,4,6,5,8.432,62.535,63.43,14,5,4,2,1,5,1,1,6,7,5,2,5,9.273,55.457,56.413,20,5,6,6,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,31.872,128.073,129.427,21,5,6,6,6,6,5,6,5,6,5,5,6,4,4,5,2,2,1,6,1,8.992,20.227,21.624,3,4,2,1,8.86,37.331,38.324,6,5,5,2,6,5,6,17.645,115.092,116.684,21,5,5,3,4,5,6,4,4,5,4,2,3,3,4,4,5,5,5,5,5,4.411,147.335,149.378,40,6,4,3,6,5,5,6,6,6,5,5,3,3,6,6,5,3,6,7,3,3,4,4,3,5,5,6,4,6,2,5,3,4,3,3,5,6,7,4,7,5,3,2,2,2,1,1,6,6,6,4.979,68.464,72.184,14,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,born in Germany but on U.S. military base,4,2,15,NA,5.8,1,0,6,5.8,5.4,4.8,2.4,6,White,0.717541546,0.780360685,0.849338785,1,0.875468737
153,153,269,153,269,18,11/8/21 12:02,11/8/21 13:09,0,128.252.3.164,100,3984,1,11/8/21 13:09,R_3iy5Jgu0ghwgNfm,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,2234.869,2234.869,2265.36,1,14.378,30.801,32.087,6,2,2,2,4,1,30.873,62.625,63.703,11,1,2,2,3,0,0,2,1,3,3,4.669,169.633,170.691,70,3,5,3,1,2,3,5,3,2,3,3,2,3,3,3,4,5,3,4,5,3,1,2,2,3,4,1,2,1,3,3,4,3,4,3,2,1,2,3,3,3,5,5,3,3,3,3,2,1,1,2,5,2,3,2,3,3,2,2,3,21.759,277.068,278.52,68,3,4,3,5,6,4,5,3,4,2,6,4,3,6,3,4,3,5,6,3,6,5,6,3,6,4,1,4,6,3,4,6,5,5,2,6,6,3,3,3,3,6,3,3,3,1,3,6,4,6,6,6,6,6,4,6,5,51.388,106.838,107.57,15,6,7,6,2,7,6,5,1,5,2,1,7,36.406,92.041,97.006,20,7,7,7,1,1,1,7,7,7,7,7,4,5,7,6,4,5,6,46.257,171.374,178.502,23,5,5,5,5,4,6,6,6,7,5,7,7,5,5,6,1,1,1,1,1,21.645,29.648,30.714,4,4,4,2,46.105,82,82.823,6,2,6,1,7,3,6,35.885,178.246,179.04,26,4,7,4,2,3,7,4,4,7,2,6,6,6,4,6,3,3,3,2,4,12.796,183.207,184.713,38,4,4,4,6,5,5,4,6,3,3,6,4,2,5,5,7,4,3,6,4,4,2,6,2,2,6,4,5,5,4,4,5,6,4,5,5,7,5,6,7,6,2,3,1,1,2,2,4,5,5,3.572,54.839,81.346,12,2,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,I'm multi-racial/ mixed,1,NA,1,NA,1,NA,1,3,44,NA,2.2,3,2,21,4.8,6,6,1,10,Multiple,-2.246972661,-2.113274898,-2.472342512,1,0
154,154,271,154,271,20,11/8/21 15:33,11/8/21 17:02,0,128.252.3.164,100,5325,1,11/8/21 17:02,R_3hFRWd4SOMcpRDC,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,3.211,3.211,626.343,1,11.918,50.814,55.133,9,6,6,5,6,5,10.569,38.837,39.717,11,0,3,3,3,1,1,1,2,2,2,10.244,181.004,181.965,69,4,5,5,3,1,4,4,3,3,4,2,3,3,3,4,1,1,2,4,5,5,2,4,3,1,3,5,4,3,1,2,4,1,5,5,3,2,2,5,5,3,4,3,3,1,4,1,4,1,1,3,5,3,5,1,4,5,4,4,5,14.102,300.939,303.968,67,6,5,6,5,6,3,4,5,6,5,6,5,3,5,2,5,4,6,6,5,5,3,6,6,6,5,1,4,6,4,6,6,5,6,2,6,4,4,6,3,6,6,3,5,6,6,4,6,6,4,5,2,6,5,3,2,5,14.927,80.978,83.039,14,7,6,5,3,7,6,3,1,6,5,5,7,29.727,120.972,121.53,29,7,6,4,3,2,3,6,6,6,4,5,4,5,5,5,6,6,6,22.521,176.501,179.137,32,5,7,6,3,2,7,5,5,2,2,5,5,3,3,5,1,1,1,1,1,18.62,30.804,31.998,4,5,4,4,33.186,81.834,82.641,8,5,5,1,7,7,7,31.095,145.012,145.983,24,6,4,6,3,7,3,7,7,5,7,5,6,3,5,5,6,7,6,5,4,25.486,239.012,241.737,42,5,7,3,6,6,6,7,6,3,7,6,1,7,7,5,2,6,7,4,3,1,3,3,6,7,5,7,5,5,6,6,6,6,2,2,7,7,7,5,7,6,7,6,6,5,4,2,5,7,7,4.35,58.861,73.546,10,6,"Woman, genderqueer",3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,1,NA,NA,5.6,2,1,18,4.6,4.2,4.2,1,6,White,0.552846312,-1.534547781,-0.556643228,NA,0
155,155,272,155,272,20,11/8/21 15:34,11/8/21 17:40,0,128.252.3.167,100,7580,1,11/8/21 17:40,R_DeKZxVHJhU8GDIZ,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,0.911,0.911,629.741,1,12.029,29.063,29.953,7,4,5,5,6,7,14.597,43.281,44.872,11,0,0,0,1,1,1,0,2,1,0,10.883,190.244,191.325,75,4,4,1,4,4,4,4,1,4,5,1,1,4,1,4,4,1,5,3,5,3,2,1,4,1,1,3,1,3,2,5,5,5,1,4,2,3,5,1,5,4,3,5,5,1,4,2,2,4,1,2,5,5,1,1,4,3,4,1,4,9.718,264.356,265.205,69,6,3,6,5,5,3,3,5,3,5,6,3,3,3,3,4,3,4,3,4,3,3,6,5,3,4,3,4,4,4,5,6,3,5,2,6,3,3,5,4,5,5,2,3,4,5,4,6,6,2,5,3,5,4,4,4,5,13.958,71.227,72.374,15,5,3,1,1,6,1,1,7,7,2,4,1,16.202,88.9,90.217,29,4,4,5,2,2,2,5,6,6,2,2,2,2,2,2,2,2,2,17.215,125.844,127.673,29,3,4,2,4,4,3,3,3,4,5,6,6,6,6,6,1,1,1,1,1,7.678,19.478,20.36,6,4,3,2,23.151,47.52,49.139,7,5,5,1,6,6,6,18.406,116.148,117.057,25,4,1,4,1,7,1,4,7,1,4,3,5,5,5,5,4,6,5,5,5,12.368,145.562,146.157,43,4,7,3,6,5,6,6,3,7,7,7,3,6,6,6,1,3,7,7,7,1,3,2,4,7,6,7,4,7,2,4,4,4,1,4,4,6,5,7,7,3,3,3,3,7,3,1,7,7,5,4.927,47.045,48.781,14,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,Mexico,2,Mexico,2,Mexico,4,3,33,NA,5.4,2,1,6,3.4,3.6,6,1,7,Hispanic/Latin,0.388151078,0.780360685,0.662568184,0,0
156,156,273,156,273,18,11/8/21 17:20,11/8/21 18:27,0,128.252.3.164,100,4016,1,11/8/21 18:27,R_3panGo7SkaLzgyY,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,0.773,0.773,377.881,1,8.648,28.18,29.406,5,2,3,2,3,2,12.271,58.739,59.751,12,1,3,1,1,0,0,1,1,3,2,10.54,209.998,210.872,77,4,5,2,2,5,5,4,2,2,2,2,3,4,5,2,3,1,4,4,3,5,4,2,2,2,2,4,3,2,4,4,5,4,5,3,2,3,3,5,2,2,1,5,2,4,4,2,1,2,3,2,4,4,5,3,3,5,2,2,1,13.927,263.365,264.176,62,2,4,6,3,6,4,4,5,6,4,6,4,4,4,5,6,5,6,5,5,6,4,6,6,5,4,6,5,5,5,5,6,6,6,5,5,6,2,5,5,6,6,4,4,5,5,5,6,6,6,6,6,5,5,5,6,4,13.057,56.044,56.964,13,7,7,2,6,7,7,2,3,7,2,1,7,22.429,85.092,86.518,24,6,6,6,2,2,2,3,7,7,6,6,7,7,7,6,7,7,7,18.835,114.186,115.106,23,7,7,7,7,7,7,4,4,7,1,6,7,6,6,6,1,1,1,1,1,7.484,15.32,17.032,3,4,4,4,32.758,55.1,55.875,7,2,6,1,7,7,7,30.214,148.515,149.275,31,7,3,7,3,6,4,6,7,3,7,2,6,2,7,6,4,3,5,4,5,13.456,151.415,152.42,41,5,7,5,6,5,6,7,2,7,5,1,2,7,6,5,2,7,6,6,1,7,5,2,3,2,5,6,7,2,2,6,2,3,2,7,2,7,7,7,7,7,2,1,1,1,1,1,7,7,7,3.015,36.875,38.011,17,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,1,NA,NA,2.4,3,2,17,7,4.6,6.2,1,7,Hispanic/Latin,-2.082277427,-1.341638743,-1.941424974,0,0
157,157,274,157,274,18,11/9/21 9:52,11/9/21 10:24,0,128.252.3.164,100,1904,1,11/9/21 10:24,R_30iq4tOrkzAXRlf,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,307.264,363.125,375.595,4,14.998,31.281,32.54,5,6,4,7,6,7,12.929,46.711,48.173,10,2,2,0,3,2,0,2,2,1,2,17.984,251.495,252.64,64,3,5,2,1,2,1,5,2,3,4,1,1,4,3,1,3,1,5,2,3,1,1,3,4,5,4,5,2,3,4,4,4,5,5,4,3,1,4,3,3,2,5,5,4,3,3,1,1,1,2,4,5,3,1,3,2,5,2,5,3,14.822,290.014,290.938,61,3,3,4,6,2,1,1,4,4,3,6,6,2,4,3,5,3,4,5,4,4,3,6,3,5,5,3,6,6,4,6,6,4,6,1,6,5,2,6,6,6,6,2,6,4,5,5,6,5,6,5,5,6,6,4,6,6,13.933,74.165,75.978,13,6,7,7,1,7,4,5,2,2,5,4,2,20.173,94.023,95.385,20,4,6,6,2,2,1,3,7,7,3,3,4,1,3,3,4,3,3,19.349,126.063,127.603,23,6,4,5,3,2,2,6,3,6,6,4,5,6,6,5,2,1,1,1,1,9.632,20.132,21.325,3,2,2,1,24.404,52.04,53.827,6,2,3,1,1,4,3,39.133,168.465,169.745,22,3,5,3,2,6,4,3,6,7,6,7,2,7,3,2,3,2,1,2,1,11.322,170.551,170.991,35,5,4,6,6,5,6,6,3,6,4,5,2,4,7,4,6,3,1,4,2,3,6,4,5,7,7,7,7,2,5,4,5,3,6,5,2,5,3,7,7,7,2,4,4,1,1,1,3,5,7,4.747,43.551,45.067,11,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,Mexico,2,Mexico,1,2,4,NA,6,1,1,14,4,4.6,5.2,1.2,7,Hispanic/Latin,0.88223678,-0.762911626,0.06765961,1,0.182321557
158,158,275,158,275,18,11/9/21 10:16,11/9/21 10:42,0,128.252.3.167,100,1540,1,11/9/21 10:42,R_22KpA9hTu3ZgEBc,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,0.517,175.239,180.057,2,28.161,47.976,49.74,5,6,6,6,6,5,28.424,61.307,63.401,10,1,2,2,2,0,1,0,2,1,1,13.872,199.866,201.363,61,2,5,2,3,2,1,5,5,4,4,1,3,3,4,2,5,1,4,2,5,2,1,5,4,3,4,5,3,3,4,5,4,5,5,4,2,2,3,4,3,3,2,3,4,4,2,2,2,2,2,4,5,4,4,2,3,4,2,3,2,10.61,182.674,183.797,61,4,4,5,6,6,5,6,6,5,4,5,3,4,6,4,6,4,5,5,5,3,4,6,5,5,5,3,5,5,3,6,6,3,5,2,6,6,4,5,5,5,5,3,4,6,4,5,6,5,4,6,5,6,5,6,5,6,13.255,56.12,57.276,12,6,5,3,2,6,1,2,6,7,6,2,2,32.264,86.379,87.89,19,6,6,6,2,1,1,2,5,5,6,6,6,6,6,5,5,5,5,18.159,97.576,100.422,20,5,5,4,5,5,5,5,5,6,7,7,6,6,6,7,1,2,2,2,1,9.512,17.247,19.729,4,4,3,3,23.185,42.716,43.508,6,4,5,1,6,5,5,18.399,101.295,102.471,24,6,5,6,2,6,2,6,5,2,5,4,4,4,5,4,5,6,6,4,7,19.308,136.006,136.969,34,4,5,2,6,3,7,6,5,5,6,6,6,6,7,3,7,5,2,3,3,4,5,5,2,5,6,6,6,3,5,5,3,2,1,3,6,5,6,2,7,3,5,4,2,1,2,1,3,7,6,2.646,146.021,177.953,12,2,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,2,Taiwan,1,NA,3,1,NA,NA,5.8,3,1,14,4.8,5.6,6.4,1.6,10,Multiple,0.717541546,-0.762911626,-0.02572569,1,0.470003629
159,159,276,159,276,19,11/9/21 10:18,11/9/21 11:15,0,128.252.57.7,100,3467,1,11/9/21 11:15,R_1hyYHccBUdcSkxi,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1812.055,1812.055,1822.171,1,9.889,27.038,28.944,5,5,6,4,5,7,13.029,60.129,60.89,10,1,0,0,3,1,1,0,3,2,2,5.53,269.419,270.136,63,2,5,3,4,4,1,5,4,4,4,3,3,5,1,3,5,2,3,2,2,2,1,4,4,2,4,5,4,5,4,5,4,4,5,2,4,1,5,4,5,3,4,5,5,2,3,3,1,2,4,5,5,5,2,2,3,4,1,2,3,7.024,312.378,312.998,60,2,3,5,6,5,2,6,4,4,4,6,5,3,5,5,4,6,5,4,4,6,2,6,3,4,4,1,5,5,4,5,6,3,6,2,5,5,6,6,4,5,6,2,5,4,4,4,6,5,6,5,6,6,4,3,6,6,17.853,94.917,95.813,15,6,5,6,4,5,2,2,4,6,2,2,5,28.891,116.409,117.016,21,5,6,6,2,3,2,4,5,5,6,7,5,5,6,4,6,4,6,23.163,165.327,166.81,22,5,6,6,3,4,4,6,3,6,4,4,5,5,6,5,2,2,1,3,1,18.265,28.167,29.368,4,3,3,1,12.674,54.742,55.385,6,5,5,1,6,5,6,12.881,115.299,116.059,21,6,5,5,2,6,5,6,5,6,6,4,5,5,5,5,5,5,5,5,5,5.279,170.992,171.782,33,5,3,6,6,5,7,5,7,4,5,5,6,5,6,5,7,7,3,6,5,6,5,7,5,5,6,5,6,7,6,4,5,6,4,6,5,7,6,5,5,6,2,6,5,2,2,1,2,4,5,3.217,47.528,48.891,13,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,China,2,China,3,3,14,NA,5.4,2,0,11,4.8,4.6,5,1.8,3,East Asian,0.388151078,-0.184184509,0.115652887,0,0.587786665
160,160,277,160,277,19,11/9/21 10:47,11/9/21 11:28,0,128.252.3.164,100,2453,1,11/9/21 11:28,R_2DZkf9ubH25Cu0z,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,966.239,966.239,987.641,1,10.237,26.922,30.291,5,3,6,3,2,1,9.449,66.384,69.602,14,0,2,1,1,2,1,0,3,2,0,8.741,214.774,215.391,75,2,5,3,2,1,1,5,4,4,5,1,4,3,4,4,5,2,3,4,5,2,2,5,2,2,3,2,4,2,1,5,3,2,5,5,4,2,3,4,4,5,5,2,3,1,3,4,2,1,3,4,5,3,4,1,5,4,5,4,3,12.685,299.896,301.746,90,5,1,4,6,4,4,3,4,5,4,5,2,4,4,2,5,1,4,5,4,3,4,6,4,2,6,4,3,4,1,6,6,3,4,1,4,4,2,5,3,4,3,4,2,4,4,3,4,4,2,4,5,4,2,6,4,4,28.906,95.153,98.168,20,6,7,3,3,6,5,5,3,6,5,2,7,19.469,126.461,127.542,37,4,6,6,3,1,3,2,4,4,6,5,2,7,4,5,6,4,5,28.312,120.094,121.295,29,4,5,5,5,5,3,2,3,2,3,5,5,5,5,6,1,1,1,1,1,15.272,21.907,23.391,3,5,4,4,9.096,39.111,40.029,11,5,4,1,6,5,3,20.399,129.245,129.787,29,5,6,5,1,4,6,4,5,7,6,2,3,5,3,2,3,5,3,5,5,7.326,142.172,142.815,41,6,3,3,6,3,7,5,5,6,6,5,2,3,6,4,2,6,2,5,1,5,3,5,2,2,5,4,3,1,7,4,5,3,4,5,3,2,6,4,5,3,2,3,1,1,1,1,2,2,5,3.714,30.038,32.653,12,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,China,2,China,4,1,NA,NA,3,1,0,8,4.8,2.6,5.2,1,3,East Asian,-1.588191726,0.394542607,-0.676821539,0,0
