,X.1,pid,X,PID,age,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,time_pid_First.Click,time_pid_Last.Click,time_pid_Page.Submit,time_pid_Click.Count,time_swls_First.Click,time_swls_Last.Click,time_swls_Page.Submit,time_swls_Click.Count,swls_1,swls_2,swls_3,swls_4,swls_5,time_cesd_First.Click,time_cesd_Last.Click,time_cesd_Page.Submit,time_cesd_Click.Count,cesd_1,cesd_2,cesd_3,cesd_4,cesd_5,cesd_6,cesd_7,cesd_8,cesd_9,cesd_10,time_bfi2_First.Click,time_bfi2_Last.Click,time_bfi2_Page.Submit,time_bfi2_Click.Count,bfi2_1,bfi2_2,bfi2_3,bfi2_4,bfi2_5,bfi2_6,bfi2_7,bfi2_8,bfi2_9,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,time_pvq_First.Click,time_pvq_Last.Click,time_pvq_Page.Submit,time_pvq_Click.Count,pvq_1,pvq_2,pvq_3,pvq_4,pvq_5,pvq_6,pvq_7,pvq_8,pvq_9,pvq_10,pvq_11,pvq_12,pvq_13,pvq_14,pvq_15,pvq_16,pvq_17,pvq_18,pvq_19,pvq_20,pvq_21,pvq_22,pvq_23,pvq_24,pvq_25,pvq_26,pvq_27,pvq_28,pvq_29,pvq_30,pvq_31,pvq_32,pvq_33,pvq_34,pvq_35,pvq_36,pvq_37,pvq_38,pvq_39,pvq_40,pvq_41,pvq_42,pvq_43,pvq_44,pvq_45,pvq_46,pvq_47,pvq_48,pvq_49,pvq_50,pvq_51,pvq_52,pvq_53,pvq_54,pvq_55,pvq_56,pvq_57,time_ECRS_First.Click,time_ECRS_Last.Click,time_ECRS_Page.Submit,time_ECRS_Click.Count,ecrs._1,ecrs._2,ecrs._3,ecrs._4,ecrs._5,ecrs._6,ecrs._7,ecrs._8,ecrs._9,ecrs._10,ecrs._11,ecrs._12,time_ergs_First.Click,time_ergs_Last.Click,time_ergs_Page.Submit,time_ergs_Click.Count,ergs_1,ergs_2,ergs_3,ergs_4,ergs_5,ergs_6,ergs_7,ergs_8,ergs_9,ergs_10,ergs_11,ergs_12,ergs_13,ergs_14,ergs_15,ergs_16,ergs_17,ergs_18,time_iem_First.Click,time_iem_Last.Click,time_iem_Page.Submit,time_iem_Click.Count,iem_1,iem_2,iem_3,iem_4,iem_5,iem_6,iem_7,iem_8,iem_9,iem_10,iem_11,iem_12,iem_13,iem_14,iem_15,iem_16,iem_17,iem_18,iem_19,iem_20,time_crq.s_First.Click,time_crq.s_Last.Click,time_crq.s_Page.Submit,time_crq.s_Click.Count,crq.s_1,crq.s_2,crq.s_3,time_IER.close_First.Click,time_IER.close_Last.Click,time_IER.close_Page.Submit,time_IER.close_Click.Count,IER.close_1,IER.close_2,IER.close_3,IER.close_4,IER.close_5,IER.close_6,time_erq_First.Click,time_erq_Last.Click,time_erq_Page.Submit,time_erq_Click.Count,erq_1,erq_2,erq_3,erq_4,erq_5,erq_6,erq_7,erq_8,erq_9,erq_10,erq_11,erq_12,erq_13,erq_14,erq_15,erq_16,erq_17,erq_18,erq_19,erq_20,time_scs_First.Click,time_scs_Last.Click,time_scs_Page.Submit,time_scs_Click.Count,scs_1,scs_2,scs_3,scs_4,scs_5,scs_6,scs_7,scs_8,scs_9,scs_10,scs_11,scs_12,scs_13,scs_14,scs_15,scs_16,scs_17,scs_18,scs_19,scs_20,scs_21,scs_22,scs_23,scs_24,scs_25,scs_26,scs_27,scs_28,scs_29,scs_30,csi_1_1,csi_1_2,csi_1_3,csi_1_4,csi_2_1,csi_2_2,csi_2_3,csi_2_4,csi_3_1,csi_3_2,csi_3_3,csi_4_1,csi_4_2,csi_4_3,csi_5_1,csi_5_2,csi_5_3,csi_6_1,csi_6_2,csi_6_3,time_demo_First.Click,time_demo_Last.Click,time_demo_Page.Submit,time_demo_Click.Count,gender,gender_6_TEXT,acad.year,acad.year_5_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_9_TEXT,country,country_2_TEXT,motherUSA,motherUSA_2_TEXT,fatherUSA,fatherUSA_2_TEXT,socialclass,rel.status,rel.duration,id,swls,cesd_5_r,cesd_8_r,cesd,iem_sit_mod,iem_att_dep,iem_reap,iem_supp,race,race_text,swls_z,cesd_neg_z,well_being_z,gender_dummy,iem_supp_log
11,11,105,11,105,20,9/28/21 14:45,9/28/21 15:04,0,128.252.3.164,100,1169,1,9/28/21 15:04,R_1P5G9mgc6ABBmuR,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,16.738,16.738,20.748,1,14.195,24.178,25.877,5,6,5,5,6,6,11.776,41.443,42.356,10,0,1,1,0,1,0,1,2,2,0,8.704,151.418,152.262,64,3,5,1,3,1,1,4,2,3,3,2,3,5,4,4,4,1,4,4,5,2,1,2,3,1,2,4,2,3,1,4,5,5,4,5,2,1,5,4,5,3,3,5,2,2,3,1,1,2,1,4,4,4,3,2,3,4,3,3,4,5.878,258.479,259.1,63,6,3,4,6,5,3,4,4,4,3,6,5,2,4,4,4,3,5,5,2,5,2,5,5,4,4,1,5,5,2,5,6,5,6,2,5,4,1,4,4,5,5,2,2,2,3,5,5,5,4,4,5,6,5,4,5,5,15.369,66.97,67.898,12,7,5,2,5,7,3,2,2,5,5,1,7,7.441,58.141,58.696,20,6,6,5,3,2,3,5,6,5,5,6,4,4,6,6,5,6,5,11.382,102.238,105.018,22,5,6,6,5,2,5,6,4,2,4,7,5,5,6,5,1,1,1,2,1,7.499,13.997,14.741,4,4,4,3,13.71,28.859,29.643,7,5,5,1,4,5,4,11.348,152.363,153.72,21,5,3,4,2,6,2,4,4,5,3,5,5,5,5,6,5,4,2,4,3,5.405,111.874,112.587,33,7,5,6,7,3,6,6,7,2,6,5,5,3,6,5,6,5,5,4,2,6,3,7,5,3,6,6,7,3,5,6,2,5,6,1,7,7,5,7,6,4,3,2,2,1,1,2,5,5,7,1.788,25.128,29.039,9,2,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,3,1,NA,NA,5.6,2,1,8,4.8,4.2,5.6,1.2,6,White,0.552846312,0.394542607,0.537187366,1,0.182321557
12,12,122,12,122,21,9/28/21 15:30,9/28/21 16:06,0,128.252.3.164,100,2164,1,9/28/21 16:06,R_1hGattLhZgFDkTC,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,328.417,328.417,341.107,1,93.461,117.128,138.943,5,6,6,6,6,3,9.054,57.742,58.396,12,0,0,0,3,2,1,0,3,0,2,10.354,195.449,196.027,65,5,5,4,2,4,1,5,5,1,5,4,2,5,4,4,5,1,4,5,5,1,1,4,2,2,1,4,4,1,1,5,5,5,5,4,4,2,5,4,5,4,4,5,5,1,2,2,1,1,2,4,5,4,4,4,5,2,4,1,4,5.363,281.598,282.294,72,5,2,6,5,5,3,5,4,2,4,4,4,1,5,1,3,2,6,4,3,6,2,6,6,3,5,3,4,5,1,3,5,5,6,2,6,3,3,5,1,4,6,2,4,4,3,3,5,5,4,5,6,5,5,5,6,6,13.438,58.84,59.417,15,6,6,6,6,5,2,5,3,6,5,6,6,57.197,135.124,136.47,20,6,3,4,2,1,2,2,6,5,5,4,4,5,5,5,5,4,4,10.908,141.986,142.827,25,6,6,6,6,6,2,6,2,2,3,5,3,3,3,3,1,1,2,5,1,6.591,9.542,11.407,3,4,2,2,10.541,26.874,28.207,7,3,3,1,6,5,5,9.047,94.903,95.433,24,6,3,6,5,6,5,6,5,5,6,3,5,3,5,3,5,5,5,3,5,7.25,109.163,110.073,32,7,6,7,6,6,7,6,6,5,5,5,4,2,6,5,4,6,5,2,5,5,7,6,3,6,6,6,6,3,3,3,5,5,2,2,5,6,6,7,7,7,3,3,3,5,2,1,6,3,2,0.95,36.423,41.252,20,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,China,2,China,2,China,3,1,NA,NA,5.4,1,0,7,6,3,3.4,2,3,East Asian,0.388151078,0.587451646,0.553185125,0,0.693147181
13,13,120,13,120,21,9/28/21 16:32,9/28/21 16:58,0,128.252.3.164,100,1576,1,9/28/21 16:58,R_1DMuJEX94bq93Jr,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,1.284,1.284,4.535,1,14.657,29.257,31.298,7,6,6,6,7,5,5.255,36.271,38.563,10,1,0,1,1,1,0,0,1,0,0,5.019,189.208,190.149,67,1,4,1,5,1,2,5,1,4,3,4,3,5,2,2,5,2,5,3,4,4,1,1,4,4,4,4,1,4,2,5,2,5,1,3,2,1,5,1,4,2,3,5,5,3,1,2,1,4,3,4,5,5,2,4,2,4,1,2,2,16.954,287.708,289.455,77,4,5,2,2,2,4,6,3,2,3,5,6,1,3,4,3,5,5,3,2,5,1,3,4,4,2,1,5,5,3,4,5,4,6,4,4,2,5,5,5,4,5,1,4,4,2,6,4,5,5,4,5,5,6,4,5,5,19.792,119.341,124.688,18,6,2,4,4,4,2,3,5,4,4,3,2,25.613,159.375,163.318,39,5,3,3,2,1,1,3,6,6,3,1,1,3,3,1,1,1,1,12.682,131.995,135.933,28,3,3,4,4,1,3,4,3,2,3,3,2,3,3,3,1,1,1,1,1,6.644,8.732,9.686,3,1,1,1,17.08,54.863,56.171,11,1,4,1,3,2,1,13.469,199.675,206.049,28,2,6,3,3,4,5,5,5,5,5,3,3,2,5,5,4,3,3,5,2,12.798,145.842,147.467,41,2,3,7,6,5,6,7,5,4,5,5,2,4,4,5,5,3,1,3,1,1,3,5,5,6,5,5,5,1,7,5,3,4,1,4,5,6,1,7,7,4,3,3,2,1,1,1,3,2,5,3.229,33.483,35.725,12,2,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,South Korea,2,South Korea,4,1,NA,NA,6,2,2,7,3,3,2.8,1,3,East Asian,0.88223678,0.587451646,0.833341026,1,0
14,14,112,14,112,18,9/28/21 17:05,9/28/21 17:29,0,128.252.3.167,100,1417,1,9/28/21 17:29,R_2QozWVtzZIPiot6,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,29.213,29.213,31.962,1,14.081,28.619,29.681,6,5,6,6,5,4,43.287,74.667,76.179,13,0,1,0,1,2,0,1,3,0,0,3.094,184.588,185.398,71,4,5,3,3,2,3,5,2,3,4,1,2,4,1,4,3,1,4,4,3,4,1,2,4,2,1,4,3,4,2,4,5,2,4,3,4,3,5,1,4,3,4,3,4,1,3,3,3,1,4,3,4,5,1,2,3,3,2,2,3,10.444,238.698,239.892,68,3,4,5,6,5,5,5,6,6,4,6,5,3,4,4,6,3,4,5,6,5,4,6,4,5,5,4,4,5,4,6,6,3,6,4,4,6,2,5,5,6,5,3,2,6,4,5,6,5,6,6,6,5,5,4,6,3,12.227,54.794,55.627,12,6,6,6,4,6,2,4,1,5,4,5,7,21.445,79.809,80.818,20,4,4,4,2,1,2,5,6,6,6,6,3,4,5,7,6,6,6,56.115,150.232,152.791,20,5,5,4,4,5,5,5,4,4,4,3,4,3,4,5,2,2,2,3,3,9.038,18.541,19.251,5,2,2,3,57.669,73.918,74.684,6,3,5,2,5,4,4,14.713,126.291,129.424,23,5,7,5,4,4,6,4,4,3,3,2,2,3,2,3,2,2,2,3,2,3.208,144.003,145.767,44,6,4,6,6,2,7,6,6,3,5,6,3,1,7,2,3,6,5,5,2,6,5,5,5,6,6,6,6,2,6,3,2,6,3,2,2,6,5,5,6,4,2,2,2,2,1,1,5,5,5,1.566,37.325,39.046,11,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,China,2,China,5,1,NA,NA,5.2,1,0,4,4.6,4.4,3.8,2.4,3,East Asian,0.223455845,1.166178762,0.787949003,0,0.875468737
15,15,152,15,152,19,9/29/21 11:46,9/29/21 12:06,0,128.252.3.164,100,1222,1,9/29/21 12:06,R_1PaVLGh6qJYjkA2,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,13.892,13.892,18.672,1,18.369,29.205,30.081,5,5,6,5,6,5,4.536,30.288,30.995,13,2,2,2,2,3,1,2,3,2,1,10.188,144.669,145.614,64,4,5,1,1,2,1,5,3,4,5,2,4,5,4,4,4,1,5,5,5,4,2,4,4,3,3,5,3,2,1,4,5,5,5,5,4,2,4,4,5,5,4,5,3,2,3,1,1,1,2,2,5,5,2,2,4,5,4,5,5,5.385,249.241,250.126,63,6,4,6,6,6,5,4,5,6,4,6,5,6,6,5,6,5,5,6,4,6,6,6,5,6,6,6,6,6,3,6,6,5,6,5,3,6,5,6,5,6,6,6,2,4,6,5,6,5,2,6,6,6,5,6,6,5,11.126,47.341,48.033,12,7,7,3,6,7,3,2,2,7,7,2,7,7.046,57.279,58.297,23,6,7,6,3,1,2,7,7,7,7,7,6,7,6,4,6,6,7,25.779,113.763,114.995,27,7,7,7,6,7,6,6,6,6,5,5,6,5,6,6,3,1,2,2,1,4.617,8.4,9.432,3,5,5,5,19.644,51.858,56.834,7,3,5,1,7,6,7,27.488,154.135,156.166,24,6,2,6,1,2,2,3,4,5,5,5,5,5,5,4,5,6,5,5,6,5.305,133.505,134.2,41,7,5,5,7,5,6,7,6,2,7,7,6,5,6,7,5,6,2,7,3,7,5,3,5,5,3,7,6,3,5,5,6,5,3,5,7,7,5,7,7,6,6,3,2,1,1,1,7,5,7,4.952,46.383,47.585,13,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,Switzerland,5,2,9,NA,5.4,0,0,14,6.8,5.8,5.6,1.8,6,White,0.388151078,-0.762911626,-0.212496291,1,0.587786665
16,16,153,16,153,19,9/29/21 12:35,9/29/21 13:03,0,128.252.3.167,100,1720,1,9/29/21 13:03,R_PFcEdnV95ACg5y1,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,9.924,9.924,23.271,1,19.826,41.704,42.628,5,5,7,6,5,7,7.254,49.088,49.95,10,0,1,0,0,2,0,1,3,0,0,14.664,270.039,270.963,71,1,4,1,2,4,4,4,2,4,5,1,4,3,4,5,5,2,5,4,4,3,2,2,5,3,1,2,2,3,1,4,4,5,3,5,3,3,4,1,5,4,4,4,4,2,3,3,1,2,4,3,4,4,1,2,5,3,5,3,4,10.195,359.425,361.26,72,5,5,5,6,3,4,4,4,5,4,5,2,6,3,4,6,3,4,5,2,6,6,5,4,4,5,2,3,6,4,6,5,3,6,4,6,6,5,6,5,5,4,6,3,2,4,4,4,5,5,5,6,6,4,5,4,4,16.801,94.064,94.955,14,7,3,2,3,6,2,3,5,6,2,1,2,38.683,105.83,107.306,21,5,6,6,1,1,1,4,5,5,4,5,4,4,4,5,5,5,5,19.883,166.751,168.342,25,5,6,5,4,4,5,5,5,6,5,6,6,5,5,6,3,2,1,2,1,11.044,18.992,20.314,3,4,4,3,32.616,63.099,64.274,8,2,5,2,6,5,5,26.362,141.806,142.772,25,4,3,6,1,6,3,5,5,4,5,5,5,5,6,5,4,5,5,4,4,14.927,188,188.794,45,5,3,3,3,5,7,5,3,5,6,5,3,2,6,6,3,3,2,6,3,2,6,4,4,6,5,5,6,2,6,3,5,5,3,5,3,6,6,6,5,6,2,2,2,2,1,2,3,3,7,2.501,35.922,38.164,10,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,1,NA,NA,6,1,0,3,4.8,5.2,5.6,1.8,6,White,0.88223678,1.359087801,1.270873263,0,0.587786665
17,17,149,17,149,18,9/29/21 12:36,9/29/21 13:38,0,128.252.3.164,100,3743,1,9/29/21 13:38,R_2Cg4CFFiERs57Y2,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,1.428,1.428,2170.77,1,10.401,31.733,32.827,6,6,7,6,7,6,12.006,50.089,51.082,10,0,0,0,1,3,0,1,3,0,0,12.202,242.858,245.485,67,5,5,2,4,2,4,5,3,4,5,1,1,5,2,3,2,1,4,4,3,5,2,2,4,1,1,5,1,4,2,5,4,4,4,5,2,1,4,3,4,4,4,5,5,2,5,1,1,2,5,2,5,5,2,2,4,5,2,1,5,7.945,267.206,268.063,68,5,6,6,5,5,4,5,6,6,6,6,5,3,4,5,6,4,6,5,6,6,4,6,6,6,6,4,6,6,6,6,6,6,5,3,6,6,5,6,6,6,6,4,3,6,6,6,6,6,4,6,5,6,6,5,3,6,13.829,76.644,77.269,14,7,5,2,1,7,6,2,1,6,5,6,7,16.736,108.416,109.082,21,5,3,3,1,1,1,4,4,4,3,3,5,4,1,5,5,6,6,13.2,125.545,126.669,20,5,6,6,4,6,5,5,5,6,7,1,2,2,2,1,1,1,1,1,1,14.956,22.156,23.029,3,4,5,3,19.616,58.781,59.574,7,5,6,1,5,6,6,51.653,222.997,223.823,22,6,7,6,2,5,5,5,3,6,6,7,6,7,6,2,5,4,4,3,5,11.607,161.634,162.408,37,6,3,5,7,6,7,7,6,6,7,5,4,5,7,6,4,3,6,3,6,2,5,5,5,7,7,7,7,6,7,6,2,7,3,2,7,7,6,5,7,4,1,6,1,2,6,1,4,6,6,2.37,40.227,41.764,11,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,2,Germany,1,NA,4,1,NA,NA,6.4,0,0,2,5.4,5.6,1.6,1,10,Multiple,1.211627247,1.55199684,1.567026923,1,0
18,18,114,18,114,21,9/29/21 15:51,9/29/21 16:17,0,128.252.3.167,100,1562,1,9/29/21 16:17,R_3Giv6HgRwT4fhRs,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,4.926,5.331,8.916,2,16.266,36.681,40.593,5,5,6,5,5,4,12.315,61,62.554,11,1,1,1,2,1,1,3,2,0,1,5.108,206.754,207.709,74,4,5,3,2,2,3,5,4,3,3,1,2,4,3,3,5,1,4,2,4,3,2,4,4,3,3,5,2,3,2,5,4,3,3,4,4,2,4,3,3,3,3,4,3,2,3,2,2,2,2,4,5,4,3,3,3,4,3,5,4,49.766,295.399,296.185,83,4,4,6,6,4,4,6,4,3,5,6,5,4,3,3,4,3,6,6,3,4,5,6,6,6,6,2,5,6,4,6,5,3,5,3,6,6,4,6,5,5,5,2,3,3,4,4,6,6,4,4,5,6,6,5,5,4,13.601,77.841,78.817,19,6,5,7,2,5,2,5,2,4,5,6,6,53.307,116.475,117.452,25,5,6,6,2,2,2,5,5,5,4,6,3,6,6,7,6,6,6,21.29,111.115,111.962,29,5,7,4,2,5,6,6,4,7,5,3,5,5,5,3,1,1,1,1,1,19.985,30.645,32.029,8,3,3,3,9.747,75.771,76.314,17,2,5,1,5,6,5,108.731,210.576,211.671,33,5,6,6,3,4,5,3,4,4,4,5,5,4,5,5,3,3,2,3,5,6.619,166.892,167.742,44,4,3,5,6,5,4,5,5,5,6,5,4,4,5,2,4,5,2,2,3,4,4,3,5,6,5,4,6,5,5,3,3,5,5,4,5,5,5,7,7,7,3,3,3,2,1,1,5,4,6,1.617,29.971,31.245,15,2,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,1,NA,NA,5,2,1,13,4.6,5.6,4.2,1,1,Black,0.058760611,-0.570002587,-0.289883832,1,0
19,19,117,19,117,19,9/29/21 16:31,9/29/21 16:46,0,128.252.3.164,100,934,1,9/29/21 16:46,R_PNyJc2MJCxTgOMV,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,0.79,0.79,3.92,1,11.611,26.047,27.391,5,5,6,6,3,2,4.809,29.273,30.345,10,1,1,0,1,2,0,1,2,0,0,8.133,161.229,162.844,63,4,5,2,2,4,1,5,1,4,5,1,1,4,3,4,5,1,4,3,4,4,1,2,4,2,1,5,2,3,4,5,4,4,4,4,2,2,5,2,4,3,2,5,2,2,2,1,1,1,2,3,5,5,2,2,4,5,3,3,4,6.377,162.342,164.2,62,4,3,4,6,5,2,5,6,4,4,6,2,2,6,2,5,3,4,2,5,3,2,6,5,4,4,2,3,6,4,4,6,4,5,2,6,4,3,4,3,6,6,3,3,5,3,4,6,4,5,6,6,6,5,3,5,6,8.951,48.098,49.474,13,7,5,5,2,6,2,2,3,7,5,2,5,20.72,65.654,66.776,19,6,6,6,2,2,2,5,6,5,5,5,5,5,6,5,4,4,5,14.731,75.251,77.1,21,7,6,5,5,6,7,7,6,6,6,5,4,5,5,5,1,1,1,2,1,4.872,10.15,11.192,3,5,5,4,15.329,27.818,28.858,6,7,7,1,6,5,5,9.306,72.059,73.214,21,5,3,6,1,6,3,5,5,5,6,5,5,5,6,6,5,5,4,5,4,7.54,103.32,104.062,33,6,5,6,5,3,6,6,5,3,5,6,6,5,7,3,6,5,2,6,3,6,4,5,3,5,6,6,6,5,3,3,4,5,2,2,7,7,6,7,7,5,5,7,6,3,3,2,5,6,6,1.764,41.969,43.411,18,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,Nepal,2,Nepal,2,Nepal,4,1,NA,NA,4.4,1,1,6,5.8,6.4,4.8,1.2,5,South Asian,-0.43532509,0.780360685,0.195641683,1,0.182321557
20,20,116,20,116,20,9/29/21 16:28,9/29/21 16:58,0,128.252.57.7,100,1766,1,9/29/21 16:58,R_4IPqIM0NymVERBn,NA,NA,NA,NA,38.56610107,-90.63410187,anonymous,EN,10.535,10.894,352.07,2,16.273,30.62,33.125,6,3,4,2,2,1,9.004,34.938,36.358,11,0,3,3,2,1,2,1,1,0,1,10.483,162.747,163.413,66,2,4,1,4,4,1,4,2,3,2,4,4,5,5,2,5,3,4,2,3,1,1,2,3,4,3,2,1,1,3,4,4,4,2,4,4,3,4,5,5,3,4,5,2,2,2,3,1,2,1,5,4,3,5,4,2,4,2,3,3,12.249,244.707,245.531,72,4,3,5,6,6,4,5,6,6,3,6,5,2,5,2,6,2,6,5,6,5,2,5,4,5,6,3,1,6,2,6,4,5,5,2,5,4,1,5,1,5,6,3,2,6,4,3,4,6,4,6,6,6,5,5,4,4,18.424,60.59,61.341,14,2,7,7,5,3,1,7,1,2,2,6,6,18.421,89.719,90.516,21,2,3,4,2,2,4,5,5,5,6,5,6,2,3,5,5,6,6,23.168,117.892,118.925,28,4,3,5,5,3,6,6,5,6,5,3,5,3,3,4,1,1,1,1,1,10.987,18.703,19.547,3,3,3,4,55.447,75.026,75.655,7,6,2,1,6,5,4,29.228,143.609,144.558,27,4,6,2,3,5,6,2,2,5,2,5,3,5,2,6,4,6,6,6,5,16.227,157.721,158.387,41,6,1,6,2,5,6,7,3,2,3,3,6,1,5,4,1,1,1,2,5,3,4,6,6,7,2,6,6,5,4,6,3,2,3,3,6,6,6,6,6,5,7,5,7,1,1,1,7,7,7,2.822,33.169,35.755,10,2,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,1,NA,NA,2.4,2,2,16,4,5.6,3.6,1,6,White,-2.082277427,-1.148729704,-1.832041915,1,0
21,21,151,21,151,18,9/29/21 16:44,9/29/21 17:37,0,128.252.3.167,100,3196,1,9/29/21 17:37,R_2uW0NW750ae7d1Y,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,1.449,1.449,329.74,1,17.535,46.787,49.314,6,2,3,2,5,2,19.955,42.989,43.844,12,0,1,1,1,2,0,1,2,1,1,13.982,210.873,211.574,69,2,4,2,2,3,3,5,2,4,4,3,3,4,2,2,4,1,4,4,4,3,2,3,2,3,4,4,2,3,2,5,4,3,4,3,3,1,4,4,4,3,4,4,4,2,3,2,2,2,3,3,4,4,3,2,4,4,3,2,4,20.202,273.989,274.58,73,3,2,4,5,5,3,4,4,3,4,5,4,2,4,4,5,3,5,4,3,4,3,5,4,4,4,2,3,4,3,4,5,4,5,2,5,5,4,5,4,5,5,3,4,4,3,4,5,4,4,5,5,5,5,4,5,5,20.651,58.769,61.636,13,6,5,4,4,5,4,4,4,4,4,4,4,24.844,77.478,78.33,20,4,3,4,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,19.024,94.954,96.177,33,5,5,4,4,4,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,7.464,15.091,15.852,4,4,3,2,14.079,34.774,35.147,11,2,3,1,1,3,1,16.649,112.378,113.374,22,5,6,5,3,5,4,4,4,3,5,5,3,5,5,4,3,4,4,4,4,7.14,135.669,136.444,43,4,3,5,5,3,4,5,5,3,3,4,4,3,5,3,6,6,3,3,3,5,3,3,3,4,5,5,NA,3,5,3,5,5,3,2,5,5,5,5,6,4,4,5,5,2,4,1,4,3,5,2.991,35.579,35.894,13,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,India,2,India,4,1,NA,NA,2.8,1,1,8,4.4,5,1,1,5,South Asian,-1.75288696,0.394542607,-0.770206839,1,0
22,22,119,22,119,21,9/29/21 17:18,9/29/21 18:16,0,128.252.3.164,100,3471,1,9/29/21 18:16,R_8BAuvtkjvgTydrj,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,15.87,15.87,375.542,1,7.047,14.755,15.804,5,6,7,6,6,6,9.22,25.428,26.524,10,1,1,0,1,3,0,0,3,0,1,9.269,127.758,128.608,61,5,5,1,1,2,5,5,1,5,5,1,2,4,2,5,1,1,4,4,4,5,1,2,4,3,1,2,4,2,1,2,5,4,4,4,2,1,5,2,5,5,4,5,4,2,5,1,1,1,2,1,4,5,2,2,5,5,1,2,4,24.999,212.692,213.863,60,3,4,6,4,5,6,1,4,2,6,6,2,5,5,1,5,1,6,2,5,2,4,6,5,4,6,3,5,4,4,6,6,4,6,3,5,6,2,5,4,6,6,2,2,4,5,5,6,4,4,6,4,4,5,6,5,4,11.537,47.069,48.214,12,6,3,2,5,6,3,2,6,6,6,2,7,9.743,42.481,47.451,19,6,2,5,1,2,2,7,7,7,7,7,3,6,6,7,7,7,7,20.347,95.891,111.043,21,5,6,6,2,7,2,2,3,6,6,5,1,2,6,4,1,1,1,1,1,6.648,11.112,11.934,3,5,4,5,26.23,49.468,50.621,6,7,6,1,6,2,1,14.898,89.263,89.778,22,2,5,5,1,2,5,2,2,1,2,1,2,2,5,5,6,5,6,2,6,12.231,115.647,116.267,34,7,2,7,5,5,7,7,5,6,6,1,1,5,6,7,6,7,7,5,3,6,4,2,2,6,5,7,7,6,3,5,3,2,2,2,7,7,6,7,7,6,5,3,2,1,5,1,2,5,7,2.129,21.413,23.54,9,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,1,NA,NA,6.2,0,0,4,5.2,3.8,3.6,1,6,White,1.046932013,1.166178762,1.254875504,1,0
